name,author,img_paths,bounding_boxes,text
"Motivational Interviewing, Third Edition",William R. Miller,dataset\adjusted_dataset\Medical\0000144.jpg,"[[[76, 64], [440, 64], [440, 238], [76, 238]]]","[""mitivatiinal inteaviewine wp ropt ojunt""]"
An Anthropologist on Mars,Oliver Sacks,dataset\adjusted_dataset\Medical\0000145.jpg,"[[[6, 283], [506, 283], [506, 445], [6, 445]]]","[""oliver saeks ki alchropclogiet orl kirs""]"
Girls Only! All About Periods and Growing-Up Stuff,Victoria Parker,dataset\adjusted_dataset\Medical\0000146.jpg,"[[[0, 57], [512, 57], [512, 507], [0, 507]]]","[""gtrls qhlyi tettrowu""]"
How to Eat Better,James Wong,dataset\adjusted_dataset\Medical\0000147.jpg,"[[[29, 0], [483, 0], [483, 61], [29, 61]]]","[""james wong how to eat better""]"
Hashimoto's Protocol,Izabella Wentz,dataset\adjusted_dataset\Medical\0000148.jpg,[],[]
Talley and O'Connor's Clinical Examination - 2-Volume Set,Professor Nicholas J. Talley,dataset\adjusted_dataset\Medical\0000149.jpg,[],[]
The Wahls Protocol,Terry Wahls,dataset\adjusted_dataset\Medical\0000150.jpg,"[[[31, 416], [489, 416], [489, 459], [31, 459]]]","[""terry wahls md""]"
The How Not To Die Cookbook,Michael Greger,dataset\adjusted_dataset\Medical\0000151.jpg,"[[[155, 270], [451, 270], [451, 441], [155, 441]]]","[""die coorrook ari \""c  nu""]"
Pilates Anatomy,Rael Isacowitz,dataset\adjusted_dataset\Medical\0000152.jpg,"[[[26, 30], [377, 30], [377, 171], [26, 171]]]","[""pilates anatomy jat""]"
Quiet the Mind,Matthew Johnstone,dataset\adjusted_dataset\Medical\0000153.jpg,"[[[235, 39], [339, 39], [339, 83], [235, 83]]]","[""hind""]"
"Your Body, Your Yoga",Bernie Clark,dataset\adjusted_dataset\Medical\0000154.jpg,"[[[56, 22], [461, 22], [461, 418], [56, 418]]]","[""b8xr you r y ga ff fie clare""]"
"Medical Interviews - a Comprehensive Guide to Ct, St and Registrar Interview Skills",Olivier Picard,dataset\adjusted_dataset\Medical\0000155.jpg,"[[[38, 99], [474, 99], [474, 128], [38, 128]]]","[""ci.st & roglstrar intarutbvj skils""]"
Radical Remission,Kelly A. Turner,dataset\adjusted_dataset\Medical\0000156.jpg,"[[[30, 131], [486, 131], [486, 322], [30, 322]]]","[""radical remission surviying cancer agxinst all ddds""]"
The Immortal Life of Henrietta Lacks,Rebecca Skloot,dataset\adjusted_dataset\Medical\0000157.jpg,"[[[94, 82], [430, 82], [430, 302], [94, 302]]]","[""tke immo-al life of henrietta lafi""]"
The Crystal Bible Volume 2,Judy Hall,dataset\adjusted_dataset\Medical\0000158.jpg,"[[[28, 304], [231, 304], [231, 416], [28, 416]]]","[""t crystal bible 2""]"
Start Where You Are,Meera Lee Patel,dataset\adjusted_dataset\Medical\0000159.jpg,"[[[18, 6], [512, 6], [512, 447], [18, 447]]]","[""start where you jova 4 vmfeueltid  are""]"
Birth Skills,Juju Sundin,dataset\adjusted_dataset\Medical\0000160.jpg,[],[]
The Clever Guts Diet,Michael Mosley,dataset\adjusted_dataset\Medical\0000161.jpg,[],[]
Dirty Genes,Ben Lynch,dataset\adjusted_dataset\Medical\0000162.jpg,"[[[64, 92], [450, 92], [450, 129], [64, 129]]]","[""dr ben lynch""]"
Adult Children of Emotionally Immature Parents,Lindsay C. Gibson,dataset\adjusted_dataset\Medical\0000163.jpg,"[[[59, 38], [451, 38], [451, 211], [59, 211]]]","[""adult children %t emotionally immature parents""]"
Genius Foods,Max Lugavere,dataset\adjusted_dataset\Medical\0000164.jpg,"[[[56, 34], [460, 34], [460, 148], [56, 148]]]","[""g e n| u $ f 0 0 d 5""]"
"Theory and Practice of Group Psychotherapy, Fifth Edition",Irvin D. Yalom,dataset\adjusted_dataset\Medical\0000165.jpg,"[[[4, 6], [376, 6], [376, 280], [4, 280]]]","[""5tk nndk the theory and practice of group psychotherapy""]"
"Good Calories, Bad Calories",Gary Taubes,dataset\adjusted_dataset\Medical\0000166.jpg,"[[[64, 126], [492, 126], [492, 180], [64, 180]]]","[""calories""]"
Havard's Nursing Guide to Drugs,Adriana P. Tiziani,dataset\adjusted_dataset\Medical\0000167.jpg,"[[[81, 60], [431, 60], [431, 205], [81, 205]]]","[""nursing guide to drugs""]"
Hypnobirthing,Marie F. Mongan,dataset\adjusted_dataset\Medical\0000168.jpg,"[[[19, 115], [486, 115], [486, 196], [19, 196]]]","[""hypnobirthing du""]"
The Continuum Concept,Jean Liedloff,dataset\adjusted_dataset\Medical\0000169.jpg,"[[[130, 128], [377, 128], [377, 192], [130, 192]]]","[""continuum concett""]"
BSAVA Textbook of Veterinary Nursing,Tim Greet,dataset\adjusted_dataset\Medical\0000170.jpg,"[[[19, 50], [288, 50], [288, 226], [19, 226]]]","[""bsaua terbook o veterinary nursing st eutibn aol atret cnndtiniltr hal tad""]"
Trigger Point Therapy Workbook,Clair Davies,dataset\adjusted_dataset\Medical\0000171.jpg,"[[[142, 52], [495, 52], [495, 171], [142, 171]]]","[""the 'trigger folnt thcrap workhonk tkd k\""t tiri""]"
Your Body's Many Cries for Water,F. Batmanghelidj,dataset\adjusted_dataset\Medical\0000172.jpg,[],[]
The Autoimmune Solution,Amy Myers,dataset\adjusted_dataset\Medical\0000173.jpg,[],[]
Healing the Fragmented Selves of Trauma Survivors,Janina Fisher,dataset\adjusted_dataset\Medical\0000174.jpg,"[[[0, 25], [499, 25], [499, 93], [0, 93]]]","[""fragmentec selves of taauma surviyoas""]"
Being Mortal,Atul Gawande,dataset\adjusted_dataset\Medical\0000175.jpg,"[[[28, 249], [480, 249], [480, 316], [28, 316]]]","[""being mortal""]"
Creative Ways to Help Children Manage BIG Feelings,Fiona Zandt,dataset\adjusted_dataset\Medical\0000176.jpg,"[[[0, 346], [512, 346], [512, 512], [0, 512]]]","[""creative  ays to help childrenmanage big feelings thir_ast= fudec crnnd 'tf eceooglaoey_ ftodesne""]"
Mycelium Running,Paul Stamets,dataset\adjusted_dataset\Medical\0000177.jpg,"[[[25, 17], [489, 17], [489, 215], [25, 215]]]","[""mycelium running huw musbruoms can help save iee wiorld""]"
The Beauty Detox Solution,Kimberly Snyder,dataset\adjusted_dataset\Medical\0000178.jpg,"[[[135, 50], [373, 50], [373, 195], [135, 195]]]","[""beauty detox solution""]"
Eat to Beat Disease,William Li,dataset\adjusted_dataset\Medical\0000179.jpg,[],[]
Nutrition and Physical Degeneration,Weston Price,dataset\adjusted_dataset\Medical\0000180.jpg,"[[[49, 69], [461, 69], [461, 105], [49, 105]]]","[""fhrsical deeeneralino""]"
Sensorimotor Psychotherapy,Pat Ogden,dataset\adjusted_dataset\Medical\0000181.jpg,"[[[45, 282], [471, 282], [471, 357], [45, 357]]]","[""sensortmotor psxcaotherapy""]"
Johanna's Christmas,Johanna Basford,dataset\adjusted_dataset\Medical\0000182.jpg,"[[[122, 190], [387, 190], [387, 346], [122, 346]]]","[""johanna s christmas itobtr""]"
Mindsight,Daniel Siegel,dataset\adjusted_dataset\Medical\0000183.jpg,[],[]
Put Your Heart in Your Mouth,Dr Natasha Campbell-McBride,dataset\adjusted_dataset\Medical\0000184.jpg,"[[[94, 32], [420, 32], [420, 95], [94, 95]]]","[""fut quur heart in kuur mouth""]"
The Eye Of The World,Robert Jordan,dataset\adjusted_dataset\Medical\0000185.jpg,"[[[26, 126], [239, 126], [239, 230], [26, 230]]]","[""eye of""]"
Ayurveda,Sahara Rose Ketabi,dataset\adjusted_dataset\Medical\0000186.jpg,"[[[26, 146], [487, 146], [487, 237], [26, 237]]]","[""ayurveda""]"
8 Keys to Safe Trauma Recovery,Babette Rothschild,dataset\adjusted_dataset\Medical\0000187.jpg,"[[[141, 54], [501, 54], [501, 139], [141, 139]]]","[""kets to ree8veryma""]"
The Sweet Poison Quit Plan,David Gillespie,dataset\adjusted_dataset\Medical\0000188.jpg,"[[[0, 253], [512, 253], [512, 512], [0, 512]]]","[""the sweet poison qtt plan koy to kick tene svoka habit akd lose weight mavim rillerpie""]"
Oxford Handbook of Anaesthesia,Keith G. Allman,dataset\adjusted_dataset\Medical\0000189.jpg,"[[[34, 128], [387, 128], [387, 184], [34, 184]]]","[""cnedab hieuceddr anaesthesia""]"
The Shallows,Nicholas Carr,dataset\adjusted_dataset\Medical\0000190.jpg,[],[]
Body Positive Power,Megan Jayne Crabbe,dataset\adjusted_dataset\Medical\0000191.jpg,"[[[61, 129], [453, 129], [453, 238], [61, 238]]]","[""posttie power""]"
Owning it: Your Bullsh*t-Free Guide to Living with Anxiety,Caroline Foran,dataset\adjusted_dataset\Medical\0000192.jpg,"[[[96, 290], [416, 290], [416, 402], [96, 402]]]","[""bullsh\""tfree guide td cdfing with anxiety""]"
Change Your Thinking with CBT,Dr. Sarah Edelman,dataset\adjusted_dataset\Medical\0000193.jpg,"[[[52, 12], [460, 12], [460, 172], [52, 172]]]","[""change thinking withcbt""]"
Metaphysical Anatomy,Evette Rose,dataset\adjusted_dataset\Medical\0000194.jpg,"[[[64, 296], [460, 296], [460, 432], [64, 432]]]","[""metaphtsical anaiomy tiui bjl f wbixg . xei0] [sii:""]"
The Human Brain Coloring Book,Diamond Books,dataset\adjusted_dataset\Medical\0000195.jpg,"[[[45, 30], [482, 30], [482, 117], [45, 117]]]","[""human brain ~clsr c""]"
The Telomere Effect,Elizabeth Blackburn,dataset\adjusted_dataset\Medical\0000196.jpg,"[[[43, 185], [477, 185], [477, 321], [43, 321]]]","[""celomere effect""]"
West's Respiratory Physiology,John B. West,dataset\adjusted_dataset\Medical\0000197.jpg,"[[[41, 54], [471, 54], [471, 299], [41, 299]]]","[""west's respiratory physiology the raaentiala tfnd eoitmm""]"
When Breath Becomes Air,Paul Kalanithi,dataset\adjusted_dataset\Medical\0000198.jpg,"[[[0, 18], [512, 18], [512, 253], [0, 253]]]","[""wvhen breath becomes""]"
The Autoimmune Solution,Amy Myers,dataset\adjusted_dataset\Medical\0000199.jpg,[],[]
The Body Keeps the Score,Bessel van der Kolk,dataset\adjusted_dataset\Medical\0000200.jpg,"[[[73, 71], [439, 71], [439, 111], [73, 111]]]","[""keeps ifscore""]"
Living with a Black Dog,Matthew Johnstone,dataset\adjusted_dataset\Medical\0000201.jpg,"[[[67, 51], [463, 51], [463, 96], [67, 96]]]","[""livine kili_ blackdog""]"
Owning Your Own Shadow,Robert A. Johnson,dataset\adjusted_dataset\Medical\0000202.jpg,"[[[166, 129], [348, 129], [348, 204], [166, 204]]]","[""otnina tou o#o shidcr""]"
Wreck This Journal (Paper Bag),Keri Smith,dataset\adjusted_dataset\Medical\0000203.jpg,"[[[128, 124], [369, 124], [369, 286], [128, 286]]]","[""wreck this journal""]"
Dr Bernstein's Diabetes Solution,Dr. Richard K. Bernstein,dataset\adjusted_dataset\Medical\0000204.jpg,"[[[26, 469], [488, 469], [488, 500], [26, 500]]]","[""richard e bernstein md""]"
Robbins & Cotran Pathologic Basis of Disease,Vinay Kumar,dataset\adjusted_dataset\Medical\0000205.jpg,"[[[41, 183], [475, 183], [475, 297], [41, 297]]]","[""robbins id cotnan pathologic ba5i5 of disease htilint""]"
Accessing the Healing Power of the Vagus Nerve,Stanley Rosenberg,dataset\adjusted_dataset\Medical\0000206.jpg,"[[[0, 0], [512, 0], [512, 203], [0, 203]]]","[""he healingfower ofthcvagus nerve ldcci nba 040047/""]"
How to Starve Cancer,Jane McLelland,dataset\adjusted_dataset\Medical\0000207.jpg,"[[[39, 275], [473, 275], [473, 343], [39, 343]]]","[""cancer""]"
The Handbook of Child and Adolescent Clinical Psychology,Alan Carr,dataset\adjusted_dataset\Medical\0000208.jpg,"[[[57, 149], [489, 149], [489, 254], [57, 254]]]","[""tmhacuan 0i child and adolescent clinical psychology""]"
The Mindful Way Workbook,John D. Teasdale,dataset\adjusted_dataset\Medical\0000209.jpg,"[[[32, 107], [484, 107], [484, 283], [32, 283]]]","[""the mindful wvay workbook ji8 wotk ptoordin io frer yolmerh imem drptahon @nd embllenal dintruni""]"
Mindfulness for Health,Dr. Danny Penman,dataset\adjusted_dataset\Medical\0000210.jpg,"[[[95, 31], [485, 31], [485, 179], [95, 179]]]","[""mindtulness tor health elllyino kictoldlcingetokst hd rotccihc h""]"
The Female Brain,Louann Brizendine,dataset\adjusted_dataset\Medical\0000211.jpg,"[[[41, 105], [473, 105], [473, 232], [41, 232]]]","[""female braln""]"
Health Through God's Pharmacy,Maria Treben,dataset\adjusted_dataset\Medical\0000212.jpg,"[[[36, 110], [468, 110], [468, 260], [36, 260]]]","[""health through god's pharmacy adrice und proten cures #in medicinal kerbz""]"
Confessions of a Sociopath,M. E. Thomas,dataset\adjusted_dataset\Medical\0000213.jpg,"[[[30, 62], [482, 62], [482, 235], [30, 235]]]","[""confessions 7p sodiopal#""]"
Potter & Perry's Fundamentals of Nursing - Australian Version - 5th Edition. Print Book & E-Book,Douglas,dataset\adjusted_dataset\Medical\0000214.jpg,[],[]
Healing Back Pain (Reissue Edition),John E. Sarno,dataset\adjusted_dataset\Medical\0000215.jpg,"[[[30, 65], [486, 65], [486, 210], [30, 210]]]","[""tc wrt vo? fnis=cstee_ healing back pain the pindpodtcc\""ecton""]"
"Overcoming Binge Eating, Second Edition",Christopher G. Fairburn,dataset\adjusted_dataset\Medical\0000216.jpg,"[[[32, 54], [489, 54], [489, 320], [32, 320]]]","[""qvercoming binge ealing secomd edition tnonn fr70ram f lazn knp yav enp\"" ondno\"" you con %1cp""]"
Magical Jungle,Johanna Basford,dataset\adjusted_dataset\Medical\0000217.jpg,"[[[128, 194], [379, 194], [379, 348], [128, 348]]]","[""magical unigle:""]"
Without Conscience,Robert D. Hare,dataset\adjusted_dataset\Medical\0000218.jpg,[],[]
"Women's Bodies, Women's Wisdom",Christiane Northrup,dataset\adjusted_dataset\Medical\0000219.jpg,"[[[13, 28], [487, 28], [487, 354], [13, 354]]]","[""christiane northrup md women $ bodies. womens wisdom eue tlueica | 004/\"" bijud iyoling""]"
The Happiness Trap Pocketbook,Russ Harris,dataset\adjusted_dataset\Medical\0000220.jpg,"[[[0, 120], [512, 120], [512, 397], [0, 397]]]","[""happiness trap porkelbook 4nlutrtiso qunl< dn mom {o 0o7rugrlng+ndgori iyue""]"
Descartes' Error,Antonio Damasio,dataset\adjusted_dataset\Medical\0000221.jpg,"[[[20, 43], [501, 43], [501, 174], [20, 174]]]","[""descartes' erro r""]"
Free to Learn,Peter Gray,dataset\adjusted_dataset\Medical\0000222.jpg,"[[[102, 46], [410, 46], [410, 102], [102, 102]]]","[""free lo""]"
"Disarming the Narcissist, Second Edition",Wendy T. Behary,dataset\adjusted_dataset\Medical\0000223.jpg,"[[[81, 41], [430, 41], [430, 232], [81, 232]]]","[""disarming the harcissist liiol\""""]"
Maybe You Should Talk to Someone,Lori Gottlieb,dataset\adjusted_dataset\Medical\0000224.jpg,"[[[58, 37], [443, 37], [443, 239], [58, 239]]]","[""mlanbe \""on shoutd tuk to som poh""]"
"Overcoming Anxiety, 2nd Edition",Helen Kennerley,dataset\adjusted_dataset\Medical\0000225.jpg,"[[[15, 74], [500, 74], [500, 309], [15, 309]]]","[""overcoming anxiety juli-hala pulde uiton conailve bchnrioral techniquej""]"
The Unexpected Joy of Being Sober,Catherine Gray,dataset\adjusted_dataset\Medical\0000226.jpg,"[[[115, 110], [387, 110], [387, 226], [115, 226]]]","[""netpecied joy 0f being lutta""]"
Overcoming Multiple Sclerosis Cookbook,Ingrid Adelsberger,dataset\adjusted_dataset\Medical\0000227.jpg,"[[[22, 120], [491, 120], [491, 297], [22, 297]]]","[""overcoming multiple sclerosis cookbook iirl ncbid delsbercer cos""]"
The Polyvagal Theory in Therapy,Deborah A. Dana,dataset\adjusted_dataset\Medical\0000228.jpg,"[[[25, 57], [391, 57], [391, 343], [25, 343]]]","[""the polyvagal theory therapy""]"
The Psychobiotic Revolution,Scott C. Anderson,dataset\adjusted_dataset\Medical\0000229.jpg,"[[[39, 201], [479, 201], [479, 338], [39, 338]]]","[""psychoblotic revolution tnr ar tti l tmlie""]"
Just Eat It,Laura Thomas,dataset\adjusted_dataset\Medical\0000230.jpg,[],[]
The Dance of Anger,Harriet Lerner,dataset\adjusted_dataset\Medical\0000231.jpg,[],[]
The Physiology Coloring Book,Wynn Kapit,dataset\adjusted_dataset\Medical\0000232.jpg,"[[[63, 38], [434, 38], [434, 119], [63, 119]]]","[""physiology cooring bock""]"
Period Repair Manual,Lara Briden,dataset\adjusted_dataset\Medical\0000233.jpg,"[[[153, 128], [500, 128], [500, 482], [153, 482]]]","[""period repair manual hala4 iu4ikl4t ili jil mhn\""ic 44d gititivicds lara bripen""]"
Grief Counselling and Grief Therapy,J. William Worden,dataset\adjusted_dataset\Medical\0000234.jpg,"[[[68, 53], [445, 53], [445, 239], [68, 239]]]","[""counseling 4# griel therapy tuanizgltr lr uh\""bjl |kolh rrartituer""]"
The Original Reiki Handbook of Dr. Mikao Usui,Mikao Usui,dataset\adjusted_dataset\Medical\0000235.jpg,"[[[45, 327], [483, 327], [483, 401], [45, 401]]]","[""reiki hantbolz wwr mikan lsui""]"
The Sick Rose,Richard Barnett,dataset\adjusted_dataset\Medical\0000236.jpg,"[[[211, 69], [439, 69], [439, 105], [211, 105]]]","[""sick rose""]"
The Sports Gene,David Epstein,dataset\adjusted_dataset\Medical\0000237.jpg,"[[[59, 47], [391, 47], [391, 91], [59, 91]]]","[""sport $""]"
The Web That Has No Weaver,Ted J. Kaptchuk,dataset\adjusted_dataset\Medical\0000238.jpg,"[[[40, 94], [476, 94], [476, 252], [40, 252]]]","[""that hasno veaver ddne chntir aiuna""]"
Breaking Negative Thinking Patterns,Gitta Jacob,dataset\adjusted_dataset\Medical\0000239.jpg,"[[[109, 43], [407, 43], [407, 240], [109, 240]]]","[""beeakix icting patterns""]"
The Feeling Good Handbook,David D. Burns,dataset\adjusted_dataset\Medical\0000240.jpg,"[[[21, 83], [490, 83], [490, 347], [21, 347]]]","[""feeling good handbook tttotoot l lroee""]"
NeuroTribes,Steve Silberman,dataset\adjusted_dataset\Medical\0000241.jpg,"[[[0, 188], [512, 188], [512, 240], [0, 240]]]","[""n e u r o tr ! b e 5""]"
Listening to the Animals: Becoming The Supervet,Noel Fitzpatrick,dataset\adjusted_dataset\Medical\0000242.jpg,[],[]
"The Anxiety and Phobia Workbook, 6th Edition",Edmund J. Bourne,dataset\adjusted_dataset\Medical\0000243.jpg,[],[]
Maps of Narrative Practice,Michael White,dataset\adjusted_dataset\Medical\0000244.jpg,"[[[38, 20], [512, 20], [512, 260], [38, 260]]]","[""712521 0 [ narra (iv 8 pra eti 0 &""]"
Ivy and the Inky Butterfly,Johanna Basford,dataset\adjusted_dataset\Medical\0000245.jpg,"[[[53, 54], [466, 54], [466, 107], [53, 107]]]","[""jvy andthejnkv butteglv""]"
Stiff,Mary Roach,dataset\adjusted_dataset\Medical\0000246.jpg,"[[[63, 12], [492, 12], [492, 199], [63, 199]]]","[""c i stiff""]"
The Mindful Therapist,Daniel J. Siegel,dataset\adjusted_dataset\Medical\0000247.jpg,"[[[91, 141], [481, 141], [481, 239], [91, 239]]]","[""mindful therapist""]"
Healing Stories for Challenging Behaviour,Susan Perrow,dataset\adjusted_dataset\Medical\0000248.jpg,"[[[67, 44], [444, 44], [444, 130], [67, 130]]]","[""healing stories for challeuging belaviour""]"
Clean,Alejandro Junger,dataset\adjusted_dataset\Medical\0000249.jpg,"[[[35, 20], [476, 20], [476, 122], [35, 122]]]","[""clean""]"
Cognitive Behavioural Therapy For Dummies,Rhena Branch,dataset\adjusted_dataset\Medical\0000250.jpg,"[[[13, 64], [501, 64], [501, 354], [13, 354]]]","[""cognitive behavioural therapy dummies arim jeraehe val""]"
The Diabetes Code,Dr. Jason Fung,dataset\adjusted_dataset\Medical\0000251.jpg,[],[]
It Starts with the Egg,Rebecca Fett,dataset\adjusted_dataset\Medical\0000252.jpg,"[[[78, 248], [442, 248], [442, 497], [78, 497]]]","[""starts with the egg rebecca fett""]"
The Skincare Bible,Dr Anjali Mahto,dataset\adjusted_dataset\Medical\0000253.jpg,"[[[32, 84], [474, 84], [474, 296], [32, 296]]]","[""5032jhe 2 skincare bible""]"
"Psychoanalytic Diagnosis, Second Edition",Nancy McWilliams,dataset\adjusted_dataset\Medical\0000254.jpg,"[[[32, 75], [487, 75], [487, 284], [32, 284]]]","[""unueritungeng rerarattstuttn in thc cliraal toztr psychoanalytic diagnosis enn""]"
"I'm Ok, You're Ok",Thomas A. Harris,dataset\adjusted_dataset\Medical\0000255.jpg,"[[[8, 107], [493, 107], [493, 502], [8, 502]]]","[""fm youre 0k ok""]"
Pain and Prejudice,Gabrielle Jackson,dataset\adjusted_dataset\Medical\0000256.jpg,"[[[18, 17], [497, 17], [497, 239], [18, 239]]]","[""yomenandther bcoies pain and prfjudice""]"
The Wisdom of Menopause,Christiane Northrup,dataset\adjusted_dataset\Medical\0000257.jpg,"[[[18, 70], [486, 70], [486, 354], [18, 354]]]","[""northrue md the visdom of menopause ft\"" mtricilainl umwnnni fh td\""tuu fknr""]"
The Emperor of All Maladies,Siddhartha Mukherjee,dataset\adjusted_dataset\Medical\0000258.jpg,[],[]
Period Power,Maisie Hill,dataset\adjusted_dataset\Medical\0000259.jpg,"[[[50, 143], [465, 143], [465, 344], [50, 344]]]","[""period power:""]"
French Women Don't Get Fat,Mireille Guiliano,dataset\adjusted_dataset\Medical\0000260.jpg,"[[[42, 104], [469, 104], [469, 369], [42, 369]]]","[""eeneh qwomen dor t get sat""]"
